N,Page,Channel ID,Name,Author,Description,percentage,Tags
2093,140,3261240,HUMID&TEMP DHT(EXP-9),mwa0000034659148,,30,
2094,140,3261179,IOT_LAB,mwa0000033492173,,30,
2095,140,3260876,Flood Detection Moni...,mwa0000036203923,,30,
2096,140,3261150,EXPERIMENT 4 IOT,mwa0000036668290,,30,
2097,140,3261136,Project,mwa0000036652872,,30,
2098,140,3261149,IOT GROUP 18,mwa0000036630150,,30,
2099,140,2440054,Smart Aquarium,mwa0000026946506,,30,
2100,140,1744367,IOT water leak detect,mwa0000026484468,,30,
2101,141,3255388,Microbit,mwa0000040404389,,30,
2102,141,3261014,IOT BASED POULTRY MO...,mwa0000040442832,,30,
2103,141,3261072,DHT22,mwa0000036978588,,30,
2104,141,3251817,Evara_tank_4,mwa0000026316018,,30,
2105,141,3261045,kanom,mwa0000040443180,,30,
2106,141,3261034,report weather,mwa0000040443181,,30,
2107,141,3260968,int,mwa0000040443150,,30,
2108,141,3260955,Data logger,mwa0000040182926,,30,
2109,141,3260941,Data iogger,mwa0000040182873,,30,
2110,141,3260958,Battery Monitoring,mwa0000021869214,,30,
2111,141,3260894,Data logger,mwa0000040182842,,30,
2112,141,3260950,data logger,mwa0000040443099,,30,
2113,141,3260890,data logger,mwa0000040182806,,30,
2114,141,3232140,data logger,mwa0000040182865,,30,
2115,141,3260892,Data logger,mwa0000040182859,,30,
2116,142,3260893,Channel 3260893,mwa0000040182860,,30,
2117,142,3260936,control,mwa0000040182978,,30,
2118,142,3260930,control,mwa0000039881644,,30,
2119,142,3260937,control,Holden,,30,
2120,142,3260924,Control,mwa0000040272205,,30,
2121,142,3260935,control,mwa0000040182918,,30,
2122,142,3260927,control,mwa0000040182994,,30,
2123,142,3260923,control,mwa0000040183030,,30,
2124,142,3260931,Control,mwa0000040182910,,30,
2125,142,3260925,control,mwa0000040183040,,30,
2126,142,3260932,Control,mwa0000040182979,,30,
2127,142,3260929,Control,mwa0000040183005,,30,
2128,142,3260921,Control,mwa0000040182990,,30,
2129,142,3260926,CONTROL,mwa0000040182991,,30,
2130,142,3260928,Control,mwa0000040182997,,30,
2131,143,3260915,data logger,Holden,,30,
2132,143,3260907,Data Logger,mwa0000040182990,,30,
2133,143,3260898,Data Logger,mwa0000040182979,,30,
2134,143,3260905,data logger,mwa0000040183030,,30,
2135,143,3260911,Data Logger,mwa0000040182918,,30,
2136,143,3260901,Data logger,mwa0000040182910,,30,
2137,143,3260902,Data Logger,mwa0000040182997,,30,
2138,143,3260904,Data Logger,mwa0000040272205,,30,
2139,143,3260912,Data Logger,mwa0000040183005,,30,
2140,143,3260896,data logger,mwa0000040183040,,30,
2141,143,3260908,Data Logger,mwa0000040182978,,30,
2142,143,3260903,Data Logger,mwa0000040182994,,30,
2143,143,3260900,Data Logger,mwa0000040182991,,30,
2144,143,3260891,Data logger,mwa0000040182867,,30,
2145,143,3260824,Gas Sensor,mwa0000031445723,,30,
2146,144,3260860,Battery Health,mwa0000040420833,,30,
2147,144,3260255,Loceng Pintu,mwa0000040429232,,30,
2148,144,3260025,SustainX,mwa0000040436621,,30,
2149,144,1743983,IOT fish farming,mwa0000026484468,,30,
2150,144,3260733,IOT- enabled health ...,mwa0000040392800,,30,
2151,144,3260728,DHT,mwa0000034281509,,30,
2152,144,2635694,Smart Farming,mwa0000031077562,,30,
2153,144,3260706,BOREWELL,mwa0000040442398,,30,
2154,144,3260174,Strom,mwa0000040438453,,30,
2155,144,3260679,Weather Station,mwa0000036203923,,30,
2156,144,207674,soc-bms,srcembedded,,30,
2157,144,3260105,Smart Soil Monitor,mwa0000036115224,,30,
2158,144,3260708,Channel 3260708,mwa0000040430604,,30,
2159,144,3260164,SustainX,mwa0000040436621,,30,
2160,144,3260681,NPK project,mwa0000040420833,,30,
2161,145,3260689,Exp_9,mwa0000040442326,,30,
2162,145,3260678,exp09,mwa0000040442220,,30,
2163,145,3260653,experiment-9,mwa0000034370706,,30,
2164,145,3260425,program 3,mwa0000039900598,,30,
2165,145,1329679,Drug warehouse,mwa0000021897097,,30,
2166,145,3260616,T&H,mwa0000034335963,,30,
2167,145,2586056,smart agriculture,mwa0000034326213,,30,
2168,145,3260568,DHT11,mwa0000040441880,,30,
2169,145,3260466,IoT by lunar,mwa0000040441461,,30,
2170,145,3250917,TEMPERATURE,mwa0000040241633,,30,
2171,145,3260419,Solar Panel Voltage ...,mwa0000036203923,,30,
2172,145,3259915,IOT_TEM,mwa0000040434659,,30,
2173,145,3260447,66_600_IoT01,mwa0000036755077,,30,
2174,145,3259921,IOT_SET,mwa0000040434659,,30,
2175,145,3260424,iot_exp_3_ujjwal,mwa0000040441505,,30,
2176,146,3260424,iot_exp_3_ujjwal,mwa0000040441505,,30,
2177,146,3260450,IoT_Bahbah,mwa0000040441474,,30,
2178,146,3260451,Galaxy 25,mwa0000040441478,,30,
2179,146,3260464,IOT G01,mwa0000029631119,,30,
2180,146,3260460,Wittawat,mwa0000039978186,,30,
2181,146,3260459,FDZ,mwa0000040009558,,30,
2182,146,3260467,somsom,mwa0000040441518,,30,
2183,146,3260445,TopTap,mwa0000040441452,,30,
2184,146,3260469,IoT Go1,mwa0000040021363,,30,
2185,146,3260457,Vivianes8,mwa0000040441528,,30,
2186,146,3260465,Makkhawat,mwa0000040441475,,30,
2187,146,3246991,NICEAir_Remote11,mwa0000040310196,,30,
2188,146,3260504,AI-Predictivi Mainta...,mwa0000034630164,,30,
2189,146,3260497,1 to 100,mwa0000040297398,,30,
2190,146,3260493,Temperature,mwa0000040422582,,30,
2191,147,3259913,SET_POINT,mwa0000040422582,,30,
2192,147,3260371,IOT LAB,mwa0000036680243,,30,
2193,147,3228270,AirQuality,mwa0000039930223,,30,
2194,147,3260380,iot lab2,mwa0000036682732,,30,
2195,147,3260379,iot lab 2,mwa0000040441181,,30,
2196,147,3260335,phb,mwa0000040441113,,30,
2197,147,3260271,Sonikesp8266,mwa0000040225531,,30,
2198,147,3260359,Dendelyne,mwa0000040441157,,30,
2199,147,3254811,ElvinaPMU,mwa0000040398266,,30,
2200,147,3260354,MerillyPMU,mwa0000040441133,,30,
2201,147,3260347,AnisPMU,mwa0000040441135,,30,
2202,147,3249313,Channel 3249263 (4/2...,mwa0000040357307,,30,
2203,147,3260350,Exp 4,mwa0000036652771,,30,
2204,147,3260276,ESP32測試,mwa0000040440928,,30,
2205,147,2921796,e vehicle,mwa0000037561125,,30,
2206,148,3260266,Auto Curtain System,mwa0000040428864,,30,
2207,148,3256756,Test Bed - Humidity,mwa0000040276332,,30,
2208,148,3246116,Test Bed - Temperature,mwa0000040276332,,30,
2209,148,2462911,Weather Monitoring v2,mwa0000033001169,,30,
2210,148,2868780,ESTACION METEOROLOGI...,franklinbarra,,30,
2211,148,3234200,BigB2,mwa0000019752723,,30,
2212,148,403114,Test,rgruber,,30,
2213,148,3258500,ESP_Station,mwa0000028637512,,30,
2214,148,3260214,esercizio_sistemi,mwa0000040439345,,30,
2215,148,2315011,Asonsör Arıza Takip,mwa0000031788224,,30,
2216,148,3252007,Water Quality Monita...,mwa0000040375346,,30,
2217,148,3246249,Aqua Saver Monitor,mwa0000040330178,,30,
2218,148,3244979,Value monitor,mwa0000040316768,,30,
2219,148,3260110,Smart Clock IoT Enabled,mwa0000023511421,,30,
2220,148,3259999,PM2.5,mwa0000040436022,,30,
2221,149,3260152,Channel 3260152,mwa0000040438231,,30,
2222,149,3260162,test3firr,mwa0000040425707,,30,
2223,149,2186484,Atlas Sensors,mwa0000030381895,,30,
2224,149,3258975,IOT BASED SMART HELM...,mwa0000040430296,,30,
2225,149,3253969,CBU Air Quality,mwa0000040190220,,30,
2226,149,3258585,JRFR - DHT22-IOT,mwa0000034312533,,30,
2227,149,3260083,Channel 3260083,mwa0000040436953,,30,
2228,149,3260049,BuddyEye Game,mwa0000040436949,,30,
2229,149,3260007,PM2.5,mwa0000040330583,,30,
2230,149,2321652,Estação Meteorológic...,mwa0000031869135,,30,
2231,149,3260018,Progetto Arduino,mwa0000017826682,,30,
2232,149,3259994,ESP32_Smart Energy M...,mwa0000040435905,,30,
2233,149,3260013,nem-Sıcaklık_Gaz,mwa0000037726418,,30,
2234,149,3260010,DATE and  TIME,mwa0000040289080,,30,
2235,149,3259982,Penyiraman Otomatis,wahyudi19,,30,
2236,150,3259968,SETPOINT,mwa0000040241633,,30,
2237,150,2055548,Pčelinjak 2025,zdjordjevic,,30,
2238,150,3258518,esp32_testled,mwa0000040425707,,30,
2239,150,2578409,smart helmet,elegantashok,,30,
2240,150,3259957,iot-zktls-demo,mwa0000040435212,,30,
2241,150,3258550,Smart Monitor Farm,mwa0000040418679,,30,
2242,150,3259941,Računar Status,mwa0000040435052,,30,
2243,150,1033817,tic_server,lfkopp,,30,
2244,150,3254593,Monitoring,mwa0000022138527,,30,
2245,150,3233683,Node 2,mwa0000040183348,,30,
2246,150,3259327,Serwerownia Temperatury,mwa0000040431499,,30,
2247,150,1968613,DHT22 casa,mwa0000028532915,,30,
2248,150,3259918,prova primo channel,mwa0000017826682,,30,
2249,150,447145,JVT1440-AMANTYA,psai1919,,30,
2250,150,3250548,IOT-1Ikhwan,mwa0000040065693,,30,
2251,151,1606125,AirQo_G555,airqodata02,,30,
2252,151,3217475,AWD_Tech_Park,mwa0000038162758,,30,
2253,151,3259636,Channel 3259636,mwa0000036033116,,30,
2254,151,3154324,Android,mwa0000039545862,,30,
2255,151,3259811,app,mwa0000040287824,,30,
2256,151,3252169,Team 8 Soil Sutra,mwa0000040377074,,30,
2257,151,3259810,READ,A00343350,,30,
2258,151,3259809,READ,mwa0000040139956,,30,
2259,151,3259784,weerstation,mwa0000040433661,,30,
2260,151,3259783,Weerstation BVO,mwa0000040433604,,30,
2261,151,3259583,Mushimba-Shikongo Grain,mwa0000040064025,,30,
2262,151,3252165,Channel 3252165,mwa0000040377132,,30,
2263,151,3229046,Data from Raspberry Pi,mwa0000040139967,,30,
2264,151,308508,Linux-disk,mittiskogen,,30,
2265,151,3259729,DATA READ,mwa0000040139967,,30,
2266,152,3259714,temperature & humidi...,mwa0000040425107,,30,
2267,152,3259643,temp/hum,mwa0000040287824,,30,
2268,152,3233815,"Diga ""Kashar""",danielbundoUNORobotics,,30,
2269,152,3259022,Channel 3259022,mwa0000035022454,,30,
2270,152,598157,smart women safety f...,srcembedded,,30,
2271,152,3240693,"Diga ""Zallherr""",danielbundoUNORobotics,,30,
2272,152,3247669,"Diga ""Tapizë 2""",danielbundoUNORobotics,,30,
2273,152,3241873,"Diga ""Fjollë""",danielbundoUNORobotics,,30,
2274,152,3259626,read write,mwa0000040140063,,30,
2275,152,3252140,Workshop Project.,mwa0000040376836,,30,
2276,152,3259199,VSPV,mwa0000040431220,,30,
2277,152,3259571,iothome,mwa0000040399002,,30,
2278,152,3259548,Weather Station,mwa0000038735789,,30,
2279,152,3259550,Channel 3259550,mwa0000039744186,,30,
2280,152,3259442,Air_Quaility_ESP32,mwa0000038152520,,30,
2281,153,3259529,Channel 3259529,mwa0000039744186,,30,
2282,153,2216916,Temperature Monitoring,Syamasree,,30,
2283,153,3252625,...,enzov81,,30,
2284,153,3259430,DHT11,mwa0000034400217,,30,
2285,153,3259431,DHT11,mwa0000034363293,,30,
2286,153,3259428,exp9,mwa0000034360143,,30,
2287,153,3259427,exp9,mwa0000034457232,,30,
2288,153,3237689,"Diga ""Purez""",danielbundoUNORobotics,,30,
2289,153,3213584,"Diga ""Liqeni i Farkës""",danielbundoUNORobotics,,30,
2290,153,3231394,"Diga ""Çekrezë""",danielbundoUNORobotics,,30,
2291,153,3212158,502教室環境監測(公開),mwa0000039988963,,30,
2292,153,3259395,Smart Iot Monitoring,mwa0000040429232,,30,
2293,153,3258431,Industrial Condition...,mwa0000037615291,,30,
2294,153,3259335,BIDA IoT,mwa0000040431539,,30,
2295,153,3234639,ANJADA,mwa0000040210727,,30,
2296,154,3258674,Smart IoT Monitoring,mwa0000040429040,,30,
2297,154,544282,smart water quality ...,srcembedded,,30,
2298,154,3258821,Smart IoT Monitoring,mwa0000040429651,,30,
2299,154,3259333,H_CYBERPHYSICS_WEATHER,mwa0000040431544,,30,
2300,154,3241790,H_cyberphysics_weath...,mwa0000040286212,,30,
2301,154,3259197,yo,mwa0000040431202,,30,
2302,154,3258683,Smart IoT Monitoring,mwa0000040428865,,30,
2303,154,3258763,Smart IoT Monitoring,mwa0000030182342,,30,
2304,154,3258727,projek wanji,mwa0000040429113,,30,
2305,154,2903783,Agrumino_LAB Chimica...,ISISEinaudi,,30,
2306,154,3217329,airsmoke,mwa0000038433502,,30,
2307,154,3258657,Smart IoT Monitoring,mwa0000040428864,,30,
2308,154,3259250,JOh,mwa0000040431256,,30,
2309,154,3250036,Topic 5,mwa0000038841191,,30,
2310,154,3259294,Epstein,mwa0000040431374,,30,
2311,155,3259306,s2e27,mwa0000040431362,,30,
2312,155,3259266,-,mwa0000040431287,,30,
2313,155,3259321,Channel 3259321,mwa0000040431332,,30,
2314,155,3259320,s2e_14_IOT,mwa0000040431179,,30,
2315,155,3259316,S2E 26,mwa0000040431106,,30,
2316,155,3259317,s2e_16_lot,mwa0000040431102,,30,
2317,155,3259314,s2e-32-lot,mwa0000040431314,,30,
2318,155,3259308,s2e_29_IOT,mwa0000040431126,,30,
2319,155,3259304,cdsj,mwa0000040431099,,30,
2320,155,3259295,Channel 3259295,mwa0000040431142,,30,
2321,155,3259296,s2e-28-IOT,mwa0000040431094,,30,
2322,155,3259293,Channel 3259293,mwa0000040431073,,30,
2323,155,3259261,s2e_11_IOT,mwa0000040431122,,30,
2324,155,3259245,S2E_09_IOT,mwa0000040431061,,30,
2325,155,3259275,s2e_30_IOT,mwa0000040431041,,30,
2326,156,3259267,S2E.10,mwa0000040431097,,30,
2327,156,3259268,s2e-22-iot,mwa0000040431067,,30,
2328,156,3259270,S2E-13-IOT,mwa0000040431056,,30,
2329,156,3259272,s2e_12_IOT,mwa0000040431032,,30,
2330,156,3259254,S2E 34 IOT,mwa0000040431140,,30,
2331,156,3259258,s2e20 IOT,mwa0000040431084,,30,
2332,156,3259257,s2e-01-IOT,mwa0000040431165,,30,
2333,156,3259255,s2e_6_iot,mwa0000040431079,,30,
2334,156,2904440,Stazione Meteo_ISIS ...,ISISEinaudi,,30,
2335,156,3259244,S2E_08_IOT,mwa0000040431087,,30,
2336,156,3259247,s2e_7_IOT,mwa0000040431096,,30,
2337,156,3259246,S2E_17_IOT,mwa0000040431065,,30,
2338,156,3259241,s2e-02-IOT,mwa0000040431176,,30,
2339,156,3259240,s2e_18_IOT,mwa0000040431046,,30,
2340,156,544259,smart soil moniterin...,srcembedded,,30,
2341,157,3259207,temperature and humi...,mwa0000040429408,,30,
2342,157,3258156,Test For Final Perfo...,mwa0000039271662,,30,
2343,157,3259113,Channel 3259113,mwa0000034630224,,30,
2344,157,3259104,exp8iot,mwa0000031952000,,30,
2345,157,3259062,sai_sdp,mwa0000034299457,,30,
2346,157,3250769,test,mwa0000040300985,,30,
2347,157,3259019,Noise Monitor,mwa0000040430665,,30,
2348,157,3258972,EXPERIMENT 9,mwa0000035034616,,30,
2349,157,3259010,project,mwa0000034630149,,30,
2350,157,3259005,experiment9,mwa0000035033488,,30,
2351,157,3258991,voltage,mwa0000038655218,,30,
2352,157,3258978,current,mwa0000038655218,,30,
2353,157,3258968,6602013620121_Orient...,mwa0000030578557,,30,
2354,157,3150558,IOT sensor channel 2,mwa0000037315209,,30,
2355,157,3231797,MAPP CDIO Project,mwa0000026805634,,30,
2356,158,3258925,Experiment 9,mwa0000035035243,,30,
2357,158,3258937,HUMID & TEMP,mwa0000034835311,,30,
2358,158,3258934,HUMID&TEMP(EXP-9),mwa0000034688149,,30,
2359,158,3258960,Experiment 9,mwa0000035036884,,30,
2360,158,3258945,exp9,mwa0000035035045,,30,
2361,158,3258928,Humidity&temperature,mwa0000035291031,,30,
2362,158,3258953,H&T,mwa0000034953055,,30,
2363,158,3258943,exp9,mwa0000034543987,,30,
2364,158,3258947,exp9,mwa0000035290705,,30,
2365,158,3258961,dht111,mwa0000035010761,,30,
2366,158,3258965,esp8266,mwa0000035033625,,30,
2367,158,3258192,GAS Safety Monitor,mwa0000030808565,,30,
2368,158,3258951,iot3,mwa0000039813465,,30,
2369,158,3258958,6602013611106 orenta...,mwa0000033925454,,30,
2370,158,3258851,6602013620067_Orient...,mwa0000030593678,,30,
2371,159,2601272,IOT BASED FARM MONIT...,mwa0000034413726,,30,
2372,159,3258917,6602013620016_Orient...,mwa0000034404352,,30,
2373,159,3258839,6602013631018_Orient...,mwa0000030583988,,30,
2374,159,3258842,6602013620164_Orient...,mwa0000037142315,,30,
2375,159,2992120,ESP,mwa0000034475667,,30,
2376,159,3258852,Kopong IOT,mwa0000030578604,,30,
2377,159,3205985,6602013610053_Orient...,mwa0000030578630,,30,
2378,159,3258870,ir sensor,mwa0000040194507,,30,
2379,159,3258861,IPAD_ARM,mwa0000030544005,,30,
2380,159,3258840,6602013610061_Orient...,mwa0000030578572,,30,
2381,159,3258889,6602013620211_Orient...,mwa0000030578574,,30,
2382,159,3258884,6602013620148_Orient...,mwa0000030543943,,30,
2383,159,3258868,exp9,mwa0000011637356,,30,
2384,159,3258715,chinmay,mwa0000036631114,,30,
2385,159,3258816,iot,mwa0000040429380,,30,
2386,160,3246791,NICEAir_Remote02,mwa0000040309860,,30,
2387,160,3258756,Mahek,mwa0000036666020,,30,
2388,160,3258806,1,mwa0000040429436,,30,
2389,160,3258814,IAQ Management System,mwa0000032617765,,30,
2390,160,3258201,Posture Monitor,mwa0000039469418,,30,
2391,160,3228351,IOT-1 (Rafif),mwa0000035676641,,30,
2392,160,3258751,Priyesh,mwa0000036631199,,30,
2393,160,3258800,IOT_patsav,mwa0000040429391,,30,
2394,160,3258731,Parv Shah,mwa0000036620677,,30,
2395,160,3258790,Smart Home iot,mwa0000040429389,,30,
2396,160,3258787,IOT,mwa0000040429383,,30,
2397,160,3258784,IoT,mwa0000040429397,,30,
2398,160,3258783,Smart Home IoT,mwa0000040429388,,30,
2399,160,3228457,PROJECT IOT (NAD),mwa0000040136538,,30,
2400,160,3258721,TANAK,mwa0000040429265,,30,
2401,161,3258755,Harsh,mwa0000036620725,,30,
2402,161,3258758,Sufiya_sycm2_11,mwa0000036633455,,30,
2403,161,3258754,soha,mwa0000036694545,,30,
2404,161,3258538,Robotics T3 PT,CarlMesina,,30,
2405,161,3258747,Test,mwa0000040357610,,30,
2406,161,3258695,test,mwa0000040429168,,30,
2407,161,3258697,Test,mwa0000040429201,,30,
2408,161,3258762,Ergonomic Wellness,mwa0000026610651,,30,
2409,161,3258717,milli,mwa0000036621052,,30,
2410,161,3258710,Arya,mwa0000036620687,,30,
2411,161,3258724,shravani,mwa0000036665997,,30,
2412,161,3258716,ANKUSH,mwa0000036620739,,30,
2413,161,3258729,Siddh,mwa0000036665996,,30,
2414,161,3258627,Channel 3258627,mwa0000040370282,,30,
2415,161,3258628,Channel 3258628,mwa0000040370186,,30,
2416,162,3258640,Channel 3258640,mwa0000040344134,,30,
2417,162,3258629,Channel 3258629,mwa0000040344118,,30,
2418,162,3258648,Channel 3258648,mwa0000040347689,,30,
2419,162,3258649,CL,mwa0000040344127,,30,
2420,162,3258636,Channel 3258636,mwa0000040344119,,30,
2421,162,3258623,Channel 3258623,mwa0000040344138,,30,
2422,162,3258639,Channel 3258639,mwa0000040344120,,30,
2423,162,3258621,Channel 3258621,mwa0000040344130,,30,
2424,162,3258616,Channel 3258616,mwa0000040344135,,30,
2425,162,3258634,Channel 3258634,mwa0000040370230,,30,
2426,162,3258624,Channel 3258624,mwa0000040344133,,30,
2427,162,3258626,Channel 3258626,mwa0000040344110,,30,
2428,162,3258632,Channel 3258632,mwa0000040344141,,30,
2429,162,3258633,Channel 3258633,mwa0000040370185,,30,
2430,162,3258642,Channel 3258642,mwa0000040370209,,30,
2431,163,3258620,Channel 3258620,mwa0000040370220,,30,
2432,163,3258638,micro bit v2,mwa0000040344124,,30,
2433,163,3258625,Channel 3258625,mwa0000040344114,,30,
2434,163,3258635,Channel 3258635,mwa0000040344136,,30,
2435,163,3251082,microbit Iot,mwa0000040369621,,30,
2436,163,3258599,Channel 3258599,mwa0000040343872,,30,
2437,163,3258580,Channel 3258580,mwa0000040428571,,30,
2438,163,3258597,Channel 3258597,mwa0000040369586,,30,
2439,163,3258604,Channel 3258604,mwa0000040343893,,30,
2440,163,3258600,Channel 3258600,mwa0000040369581,,30,
2441,163,3258603,Data,mwa0000040148443,,30,
2442,163,3258567,Channel 3258567,mwa0000040343884,,30,
2443,163,3251056,Channel 3251056,mwa0000040343893,,30,
2444,163,3258558,Channel 3258558,mwa0000040343867,,30,
2445,163,3258586,Channel 3258586,mwa0000040343896,,30,
2446,164,3258559,:(   :\   :|  :]  :)...,mwa0000040369578,,30,
2447,164,3258575,Channel 3258575,mwa0000040428594,,30,
2448,164,3258568,Channel 3258568,mwa0000040369579,,30,
2449,164,3258570,Channel 3258570,mwa0000040343889,,30,
2450,164,3258554,Channel 3258554,mwa0000040369580,,30,
2451,164,3258565,Channel 3258565,mwa0000040369606,,30,
2452,164,3258562,Channel 3258562,mwa0000040369669,,30,
2453,164,3258569,2A,mwa0000040369582,,30,
2454,164,3258579,Channel 3258579,mwa0000040343890,,30,
2455,164,3258561,Channel 3258561,mwa0000040343886,,30,
2456,164,3258556,Channel 3258556,mwa0000040343861,,30,
2457,164,3258563,we are charlie kirk,mwa0000040343859,,30,
2458,164,3251057,Channel 3251057,mwa0000040343896,,30,
2459,164,3258566,temperatureb,mwa0000040343885,,30,
2460,164,3251048,Channel 3251048,mwa0000040369621,,30,
2461,165,3251045,Channel 3251045,mwa0000040343859,,30,
2462,165,3258414,esp32_test,mwa0000040425707,,30,
2463,165,3258468,IoT Experiment,mwa0000040426628,,30,
2464,165,3222083,Medidor de Voltaje,mwa0000040069806,,30,
2465,165,3204382,Polyimide Cure Monitor,KFlukerJr,,30,
2466,165,3126673,BME/PMS2,mwa0000036223383,,30,
2467,165,3258479,motor project,mwa0000040420833,,30,
2468,165,3258222,Smart Gadget,mwa0000040355231,,30,
2469,165,3256740,SCD41 Monitor,mwa0000040415064,,30,
2470,165,3258407,Mi5,mwa0000040415064,,30,
2471,165,3258398,Weather Instrument,OrvRoli,,30,
2472,165,3258428,Lab IoT (Los Panchos),mwa0000032954377,,30,
2473,165,3258402,Penzion,mwa0000038469451,,30,
2474,165,3252172,Team 10,mwa0000040377082,,30,
2475,165,3256644,Justin-ESP32,mwa0000027227011,,30,
2476,166,3258341,Monitor energetico,mwa0000040424302,,30,
2477,166,3242272,computer,mwa0000040289095,,30,
2478,166,3258381,traffic and parking ...,mwa0000040425014,,30,
2479,166,3242290,Dew Point Measurement,mwa0000040289184,,30,
2480,166,3258362,Channel 3258362,mwa0000040424811,,30,
2481,166,2887658,ADRIAN SOLAR,mwa0000023451993,,30,
2482,166,2011285,zygaria_1,mwa0000028923295,,30,
2483,166,2500019,savoulistimotheos_2,mwa0000033625883,,30,
2484,166,2500017,savoulistimotheos_1,mwa0000033625883,,30,
2485,166,2500020,savoulistimotheos_3,mwa0000033625883,,30,
2486,166,3258334,Weather Instrument,mwa0000040424252,,30,
2487,166,3258328,Esp8266 DHT11,mwa0000040424182,,30,
2488,166,3256819,Structural Vibration...,mwa0000040031195,,30,
2489,166,3258294,The best DMI,mwa0000040423671,,30,
2490,166,3258306,Viktor and Fabians C...,mwa0000040361588,,30,
2491,167,3258300,Communication Networ...,mwa0000040423715,,30,
2492,167,3258298,phone_alarm,mwa0000040276967,,30,
2493,167,2887307,IoT Analytic Project...,mwa0000030724584,,30,
2494,167,3258287,SenseHAT LED display...,mwa0000040128295,,30,
2495,167,3258243,Lab1,mwa0000040422961,,30,
2496,167,3258280,Gus127,mwa0000040423531,,30,
2497,167,3258282,Zaezae,mwa0000040296636,,30,
2498,167,3258268,Jason channel,mwa0000040423177,,30,
2499,167,3228815,IOT BASED WATER QUAL...,mwa0000040139122,,30,
2500,167,3258251,super cool channel,mwa0000040423064,,30,
2501,167,2930482,TRAIN SAFETY 2,mwa0000037505420,,30,
2502,167,3258248,Temperature and Humi...,mwa0000040423036,,30,
2503,167,3258235,Communications,mwa0000040422877,,30,
2504,167,3250348,Fan Utilisation and ...,mwa0000040361212,,30,
2505,167,3184704,TRAIN SAFETY 1,power009,,30,
2506,168,3258223,TEMPERATURA Y HUMEDAD,Angela,,30,
2507,168,3258216,esp32_DS18B20_meting2,mwa0000040360534,,30,
2508,168,3255897,Canal 1,mwa0000040350721,,30,
2509,168,3258176,smart_water_metering...,mwa0000025884188,,30,
2510,168,2719758,Dust Monitoring,mwa0000035760035,,30,
2511,168,3258049,Física Experimental ...,mwa0000040291953,,30,
2512,168,3258035,Física Experimental ...,mwa0000040291953,,30,
2513,168,3258025,Física Experimental ...,mwa0000040291953,,30,
2514,168,3258191,esp32_ds18b20,mwa0000040360534,,30,
2515,168,3256613,Dew Point Experiment,mwa0000040411985,,30,
2516,168,3258179,assignment 2,mwa0000040126164,,30,
2517,168,3258155,SenseHAT LED Control,mwa0000040126175,,30,
2518,168,3258153,SenseHAT Sensor Data,mwa0000040126175,,30,
2519,168,3258175,Assignment1-LED-Channel,mwa0000040126169,,30,
2520,168,3258164,assignment 1,mwa0000040126164,,30,
2521,169,2857749,Radioattività,mwa0000036904606,,30,
2522,169,2858412,Radioattività-EXT,mwa0000036904606,,30,
2523,169,3258167,TEMP monitoring,mwa0000040421757,,30,
2524,169,520875,smart baby  cradle f...,srcembedded,,30,
2525,169,3254070,BMS JK,mwa0000040390570,,30,
2526,169,2725048,Dew Point Measurement,jntuhceh,,30,
2527,169,3187499,Transformer Health a...,mwa0000031452994,,30,
2528,169,1335011,Temperature Measurem...,Sharmila28,,30,
2529,169,3258103,Air quality sensor,mwa0000036462929,,30,
2530,169,2539137,Czujnik 5,mwa0000033928797,,30,
2531,169,2539135,Czujnik 4,mwa0000033928797,,30,
2532,169,2539132,Czujnik 3,mwa0000033928797,,30,
2533,169,2494435,Brama (Livc),mwa0000033573945,,30,
2534,169,2494432,Czujnik  2,mwa0000033573945,,30,
2535,169,2494430,Czujnik 1,mwa0000033573945,,30,
2536,170,1730601,iot tr,mwa0000026484468,,30,
2537,170,3250740,Stress_Output,mwa0000033903805,,30,
2538,170,3258045,animal repellent,mwa0000040420833,,30,
2539,170,3258028,Exp_4,mwa0000040348246,,30,
2540,170,3258030,DHT sensor Data,mwa0000037422142,,30,
2541,170,3248725,iot,mwa0000040348474,,30,
2542,170,2722048,Smart irrigation,mwa0000034323950,,30,
2543,170,1606118,AirQo_G548,airqodata02,,30,
2544,170,3248868,Data From App,mwa0000040125075,,30,
2545,170,3258002,DHT Sensor Data,mwa0000040420539,,30,
2546,170,1730588,IOT Ventilator,mwa0000026484468,,30,
2547,170,3257934,esp,mwa0000039105792,,30,
2548,170,3257970,milan,mwa0000036654521,,30,
2549,170,3248751,Get Data From Pi,mwa0000040125075,,30,
2550,170,3257771,Water Tank System Demo,mwa0000035265804,,30,
2551,171,3257876,Smart Weather Station,mwa0000039083939,,30,
2552,171,3257929,rahu,mwa0000036681345,,30,
2553,171,3257887,Advait,mwa0000036654520,,30,
2554,171,3257847,humidity,mwa0000036654521,,30,
2555,171,3257846,temperature,mwa0000036654521,,30,
2556,171,3257827,DHT Sensor data,mwa0000040419472,,30,
2557,171,3257823,Humidity,mwa0000036681338,,30,
2558,171,3257799,Temperature,mwa0000036681338,,30,
2559,171,3257819,DHT Sensor Data,mwa0000040419616,,30,
2560,171,3257817,DHT Sensor Data,mwa0000040419445,,30,
2561,171,3257809,Taha,mwa0000036654547,,30,
2562,171,3257795,exp3,mwa0000036654511,,30,
