N,Page,ID,Name,Author,Description,Tags,Sensors
2024,135,3262140,Prison escape,mwa0000026905081,,[],[]
2025,135,1319238,Bienenwaage_6,sevkro99,,[],[]
2026,136,1319251,Bienenwaage_4,sevkro99,,[],[]
2027,136,2117901,Bienenwaage_3,sevkro99,,[],[]
2028,136,1409455,Bienenwaage_5,sevkro99,,[],[]
2029,136,2799055,Pluviometro intellig...,mwa0000036395069,,[],[]
2030,136,3095844,GROW_METEO,mwa0000039004522,,[],[]
2031,136,3256543,TEST,mwa0000029993744,,[],[]
2032,136,3262098,Channel 3262098,mwa0000040054870,,[],[]
2033,136,325037,pts-flood,srcembedded,,[],[]
2034,136,3262059,REAL TIME ELECTRICIT...,mwa0000031494316,,[],[]
2035,136,2077318,Dew Point Measurment...,mwa0000025658021,,[],[]
2036,136,386006,iot,tswong9,,[],[]
2037,136,1105754,Measurement and plot...,panchanan2000,,[],[]
2038,136,3239663,Air Quality Monitori...,mwa0000040261328,,[],[]
2039,136,3251808,Evara_tank_3,mwa0000026316018,,[],[]
2040,136,3262039,30208@1150123,mwa0000040447061,,[],[]
2041,137,3262037,pun,mwa0000037505515,,[],[]
2042,137,746058,학생 측정기,yong5772,,[],[]
2043,137,3244861,ORETANIA1,JoseAntonioGarcia,,[],[]
2044,137,3256477,Radar System,mwa0000040409293,,[],[]
2045,137,3258237,COMANDOS,JoseAntonioGarcia,,[],[]
2046,137,3182127,Channel 3182127,mwa0000039188322,,[],[]
2047,137,3190099,001,mwa0000038733098,,[],[]
2048,137,3229822,TEAC 24 - Desafio,mwa0000040152971,,[],[]
2049,137,3244862,Hygrometer board 4,mwa0000040106277,,[],[]
2050,137,3261939,HLB-METEO,mwa0000039004522,,[],[]
2051,137,3261937,anagnostop_1,mwa0000040445826,,[],[]
2052,137,1687515,Weather Monitoring,mwa0000023083991,,[],[]
2053,137,3260965,Gas Leakage Monitori...,mwa0000040437714,,[],[]
2054,137,3242462,Física Experimental ...,mwa0000040291953,,[],[]
2055,137,3021593,CalliopeXLAB,mwa0000036620508,,[],[]
2056,138,3261767,6602013611025_Orient...,mwa0000030587669,,[],[]
2057,138,3261753,6602013620199 orenta...,mwa0000031705631,,[],[]
2058,138,3238265,car park,mwa0000037505515,,[],[]
2059,138,3261729,"Gas,Air and Smoke Mo...",mwa0000031445110,,[],[]
2060,138,3261248,H&T,mwa0000034410110,,[],[]
2061,138,3261727,Industrial Wastewate...,mwa0000033324224,,[],[]
2062,138,3261686,Cold Storage Monitoring,mwa0000036152837,,[],[]
2063,138,3261569,Cloud,mwa0000040444515,,[],[]
2064,138,3261714,Estación meteorologica,mwa0000040445000,,[],[]
2065,138,3261687,project bio,mwa0000033324224,,[],[]
2066,138,3261694,Stem_lab_climate,mwa0000040430347,,[],[]
2067,138,3261691,123,mwa0000034410114,,[],[]
2068,138,3261619,Inkubator_Dendrobates,mwa0000033598881,,[],[]
2069,138,3203493,Iot channel 4,mwa0000037315209,,[],[]
2070,138,3261414,Het,mwa0000040089246,,[],[]
2071,139,3261606,ECEf,mwa0000034410114,,[],[]
2072,139,3261264,Tem&Hum,mwa0000035023879,,[],[]
2073,139,3261570,MQ2 Sensor,mwa0000031968246,,[],[]
2074,139,3261055,Fitness Monitoring S...,mwa0000036374979,,[],[]
2075,139,3261251,tem&hum,mwa0000035192265,,[],[]
2076,139,3261553,DHT,mwa0000025073723,,[],[]
2077,139,3243388,Oldk,mwa0000040300985,,[],[]
2078,139,3261412,IOT PLANT PREDICTIVE...,mwa0000040444229,,[],[]
2079,139,3261394,temperature and humi...,mwa0000034410111,,[],[]
2080,139,3245381,Smart Purifier and A...,mwa0000040320832,,[],[]
2081,139,3261295,DHT11,mwa0000035029541,,[],[]
2082,139,3261287,exp8,mwa0000035846742,,[],[]
2083,139,3261226,Microbit Temp,mwa0000040443912,,[],[]
2084,139,3261272,IOT 16,mwa0000036665995,,[],[]
2085,139,3261172,"IOT Lab- 19,23,26",mwa0000036631195,,[],[]
2086,140,3261266,Distance,mwa0000036630270,,[],[]
2087,140,3261237,temp&hum,mwa0000034835495,,[],[]
2088,140,3261238,Tem&Hum,mwa0000035016945,,[],[]
2089,140,3261235,Temp&Humi,mwa0000034804843,,[],[]
2090,140,3261236,temp & humidity,mwa0000034633907,,[],[]
2091,140,3261234,Tem&Hum,mwa0000034410066,,[],[]
2092,140,2835488,TANUJ,mwa0000034410085,,[],[]
2093,140,3261232,Tem&Hum,mwa0000026468389,,[],[]
2094,140,3261239,exp 9,mwa0000034523597,,[],[]
2095,140,3261240,HUMID&TEMP DHT(EXP-9),mwa0000034659148,,[],[]
2096,140,3261179,IOT_LAB,mwa0000033492173,,[],[]
2097,140,3260876,Flood Detection Moni...,mwa0000036203923,,[],[]
2098,140,3261150,EXPERIMENT 4 IOT,mwa0000036668290,,[],[]
2099,140,3261136,Project,mwa0000036652872,,[],[]
2100,140,3261149,IOT GROUP 18,mwa0000036630150,,[],[]
2101,141,2440054,Smart Aquarium,mwa0000026946506,,[],[]
2102,141,1744367,IOT water leak detect,mwa0000026484468,,[],[]
2103,141,3255388,Microbit,mwa0000040404389,,[],[]
2104,141,3261014,IOT BASED POULTRY MO...,mwa0000040442832,,[],[]
2105,141,3261072,DHT22,mwa0000036978588,,[],[]
2106,141,3251817,Evara_tank_4,mwa0000026316018,,[],[]
2107,141,3261045,kanom,mwa0000040443180,,[],[]
2108,141,3261034,report weather,mwa0000040443181,,[],[]
2109,141,3260968,int,mwa0000040443150,,[],[]
2110,141,3260955,Data logger,mwa0000040182926,,[],[]
2111,141,3260941,Data iogger,mwa0000040182873,,[],[]
2112,141,3260958,Battery Monitoring,mwa0000021869214,,[],[]
2113,141,3260894,Data logger,mwa0000040182842,,[],[]
2114,141,3260950,data logger,mwa0000040443099,,[],[]
2115,141,3260890,data logger,mwa0000040182806,,[],[]
2116,142,3232140,data logger,mwa0000040182865,,[],[]
2117,142,3260892,Data logger,mwa0000040182859,,[],[]
2118,142,3260893,Channel 3260893,mwa0000040182860,,[],[]
2119,142,3260936,control,mwa0000040182978,,[],[]
2120,142,3260930,control,mwa0000039881644,,[],[]
2121,142,3260937,control,Holden,,[],[]
2122,142,3260924,Control,mwa0000040272205,,[],[]
2123,142,3260935,control,mwa0000040182918,,[],[]
2124,142,3260927,control,mwa0000040182994,,[],[]
2125,142,3260923,control,mwa0000040183030,,[],[]
2126,142,3260931,Control,mwa0000040182910,,[],[]
2127,142,3260925,control,mwa0000040183040,,[],[]
2128,142,3260932,Control,mwa0000040182979,,[],[]
2129,142,3260929,Control,mwa0000040183005,,[],[]
2130,142,3260921,Control,mwa0000040182990,,[],[]
2131,143,3260926,CONTROL,mwa0000040182991,,[],[]
2132,143,3260928,Control,mwa0000040182997,,[],[]
2133,143,3260915,data logger,Holden,,[],[]
2134,143,3260907,Data Logger,mwa0000040182990,,[],[]
2135,143,3260898,Data Logger,mwa0000040182979,,[],[]
2136,143,3260905,data logger,mwa0000040183030,,[],[]
2137,143,3260911,Data Logger,mwa0000040182918,,[],[]
2138,143,3260901,Data logger,mwa0000040182910,,[],[]
2139,143,3260902,Data Logger,mwa0000040182997,,[],[]
2140,143,3260904,Data Logger,mwa0000040272205,,[],[]
2141,143,3260912,Data Logger,mwa0000040183005,,[],[]
2142,143,3260896,data logger,mwa0000040183040,,[],[]
2143,143,3260908,Data Logger,mwa0000040182978,,[],[]
2144,143,3260903,Data Logger,mwa0000040182994,,[],[]
2145,143,3260900,Data Logger,mwa0000040182991,,[],[]
2146,144,3260891,Data logger,mwa0000040182867,,[],[]
2147,144,3260824,Gas Sensor,mwa0000031445723,,[],[]
2148,144,3260860,Battery Health,mwa0000040420833,,[],[]
2149,144,3260255,Loceng Pintu,mwa0000040429232,,[],[]
2150,144,3260025,SustainX,mwa0000040436621,,[],[]
2151,144,1743983,IOT fish farming,mwa0000026484468,,[],[]
2152,144,3260733,IOT- enabled health ...,mwa0000040392800,,[],[]
2153,144,3260728,DHT,mwa0000034281509,,[],[]
2154,144,2635694,Smart Farming,mwa0000031077562,,[],[]
2155,144,3260706,BOREWELL,mwa0000040442398,,[],[]
2156,144,3260174,Strom,mwa0000040438453,,[],[]
2157,144,3260679,Weather Station,mwa0000036203923,,[],[]
2158,144,207674,soc-bms,srcembedded,,[],[]
2159,144,3260105,Smart Soil Monitor,mwa0000036115224,,[],[]
2160,144,3260708,Channel 3260708,mwa0000040430604,,[],[]
2161,145,3260164,SustainX,mwa0000040436621,,[],[]
2162,145,3260681,NPK project,mwa0000040420833,,[],[]
2163,145,3260689,Exp_9,mwa0000040442326,,[],[]
2164,145,3260678,exp09,mwa0000040442220,,[],[]
2165,145,3260653,experiment-9,mwa0000034370706,,[],[]
2166,145,3260425,program 3,mwa0000039900598,,[],[]
2167,145,1329679,Drug warehouse,mwa0000021897097,,[],[]
2168,145,3260616,T&H,mwa0000034335963,,[],[]
2169,145,2586056,smart agriculture,mwa0000034326213,,[],[]
2170,145,3260568,DHT11,mwa0000040441880,,[],[]
2171,145,3260466,IoT by lunar,mwa0000040441461,,[],[]
2172,145,3250917,TEMPERATURE,mwa0000040241633,,[],[]
2173,145,3260419,Solar Panel Voltage ...,mwa0000036203923,,[],[]
2174,145,3259915,IOT_TEM,mwa0000040434659,,[],[]
2175,145,3260447,66_600_IoT01,mwa0000036755077,,[],[]
2176,146,3259921,IOT_SET,mwa0000040434659,,[],[]
2177,146,3260424,iot_exp_3_ujjwal,mwa0000040441505,,[],[]
2178,146,3260450,IoT_Bahbah,mwa0000040441474,,[],[]
2179,146,3260451,Galaxy 25,mwa0000040441478,,[],[]
2180,146,3260464,IOT G01,mwa0000029631119,,[],[]
2181,146,3260460,Wittawat,mwa0000039978186,,[],[]
2182,146,3260459,FDZ,mwa0000040009558,,[],[]
2183,146,3260467,somsom,mwa0000040441518,,[],[]
2184,146,3260445,TopTap,mwa0000040441452,,[],[]
2185,146,3260469,IoT Go1,mwa0000040021363,,[],[]
2186,146,3260457,Vivianes8,mwa0000040441528,,[],[]
2187,146,3260465,Makkhawat,mwa0000040441475,,[],[]
2188,146,3246991,NICEAir_Remote11,mwa0000040310196,,[],[]
2189,146,3260504,AI-Predictivi Mainta...,mwa0000034630164,,[],[]
2190,146,3260497,1 to 100,mwa0000040297398,,[],[]
2191,147,3260493,Temperature,mwa0000040422582,,[],[]
2192,147,3259913,SET_POINT,mwa0000040422582,,[],[]
2193,147,3260371,IOT LAB,mwa0000036680243,,[],[]
2194,147,3228270,AirQuality,mwa0000039930223,,[],[]
2195,147,3260380,iot lab2,mwa0000036682732,,[],[]
2196,147,3260379,iot lab 2,mwa0000040441181,,[],[]
2197,147,3260335,phb,mwa0000040441113,,[],[]
2198,147,3260271,Sonikesp8266,mwa0000040225531,,[],[]
2199,147,3260359,Dendelyne,mwa0000040441157,,[],[]
2200,147,3254811,ElvinaPMU,mwa0000040398266,,[],[]
2201,147,3260354,MerillyPMU,mwa0000040441133,,[],[]
2202,147,3260347,AnisPMU,mwa0000040441135,,[],[]
2203,147,3249313,Channel 3249263 (4/2...,mwa0000040357307,,[],[]
2204,147,3260350,Exp 4,mwa0000036652771,,[],[]
2205,147,3260276,ESP32測試,mwa0000040440928,,[],[]
2206,148,2921796,e vehicle,mwa0000037561125,,[],[]
2207,148,3260266,Auto Curtain System,mwa0000040428864,,[],[]
2208,148,3256756,Test Bed - Humidity,mwa0000040276332,,[],[]
2209,148,3246116,Test Bed - Temperature,mwa0000040276332,,[],[]
2210,148,2462911,Weather Monitoring v2,mwa0000033001169,,[],[]
2211,148,2868780,ESTACION METEOROLOGI...,franklinbarra,,[],[]
2212,148,3234200,BigB2,mwa0000019752723,,[],[]
2213,148,403114,Test,rgruber,,[],[]
2214,148,3258500,ESP_Station,mwa0000028637512,,[],[]
2215,148,3260214,esercizio_sistemi,mwa0000040439345,,[],[]
2216,148,2315011,Asonsör Arıza Takip,mwa0000031788224,,[],[]
2217,148,3252007,Water Quality Monita...,mwa0000040375346,,[],[]
2218,148,3246249,Aqua Saver Monitor,mwa0000040330178,,[],[]
2219,148,3244979,Value monitor,mwa0000040316768,,[],[]
2220,148,3260110,Smart Clock IoT Enabled,mwa0000023511421,,[],[]
2221,149,3259999,PM2.5,mwa0000040436022,,[],[]
2222,149,3260152,Channel 3260152,mwa0000040438231,,[],[]
2223,149,3260162,test3firr,mwa0000040425707,,[],[]
2224,149,2186484,Atlas Sensors,mwa0000030381895,,[],[]
2225,149,3258975,IOT BASED SMART HELM...,mwa0000040430296,,[],[]
2226,149,3253969,CBU Air Quality,mwa0000040190220,,[],[]
2227,149,3258585,JRFR - DHT22-IOT,mwa0000034312533,,[],[]
2228,149,3260083,Channel 3260083,mwa0000040436953,,[],[]
2229,149,3260049,BuddyEye Game,mwa0000040436949,,[],[]
2230,149,3260007,PM2.5,mwa0000040330583,,[],[]
2231,149,2321652,Estação Meteorológic...,mwa0000031869135,,[],[]
2232,149,3260018,Progetto Arduino,mwa0000017826682,,[],[]
2233,149,3259994,ESP32_Smart Energy M...,mwa0000040435905,,[],[]
2234,149,3260013,nem-Sıcaklık_Gaz,mwa0000037726418,,[],[]
2235,149,3260010,DATE and  TIME,mwa0000040289080,,[],[]
2236,150,3259982,Penyiraman Otomatis,wahyudi19,,[],[]
2237,150,3259968,SETPOINT,mwa0000040241633,,[],[]
2238,150,2055548,Pčelinjak 2025,zdjordjevic,,[],[]
2239,150,3258518,esp32_testled,mwa0000040425707,,[],[]
2240,150,2578409,smart helmet,elegantashok,,[],[]
2241,150,3259957,iot-zktls-demo,mwa0000040435212,,[],[]
2242,150,3258550,Smart Monitor Farm,mwa0000040418679,,[],[]
2243,150,3259941,Računar Status,mwa0000040435052,,[],[]
2244,150,1033817,tic_server,lfkopp,,[],[]
2245,150,3254593,Monitoring,mwa0000022138527,,[],[]
2246,150,3233683,Node 2,mwa0000040183348,,[],[]
2247,150,3259327,Serwerownia Temperatury,mwa0000040431499,,[],[]
2248,150,1968613,DHT22 casa,mwa0000028532915,,[],[]
2249,150,3259918,prova primo channel,mwa0000017826682,,[],[]
2250,150,447145,JVT1440-AMANTYA,psai1919,,[],[]
2251,151,3250548,IOT-1Ikhwan,mwa0000040065693,,[],[]
2252,151,1606125,AirQo_G555,airqodata02,,[],[]
2253,151,3217475,AWD_Tech_Park,mwa0000038162758,,[],[]
2254,151,3259636,Channel 3259636,mwa0000036033116,,[],[]
2255,151,3154324,Android,mwa0000039545862,,[],[]
2256,151,3259811,app,mwa0000040287824,,[],[]
2257,151,3252169,Team 8 Soil Sutra,mwa0000040377074,,[],[]
2258,151,3259810,READ,A00343350,,[],[]
2259,151,3259809,READ,mwa0000040139956,,[],[]
2260,151,3259784,weerstation,mwa0000040433661,,[],[]
2261,151,3259783,Weerstation BVO,mwa0000040433604,,[],[]
2262,151,3259583,Mushimba-Shikongo Grain,mwa0000040064025,,[],[]
2263,151,3252165,Channel 3252165,mwa0000040377132,,[],[]
2264,151,3229046,Data from Raspberry Pi,mwa0000040139967,,[],[]
2265,151,308508,Linux-disk,mittiskogen,,[],[]
2266,152,3259729,DATA READ,mwa0000040139967,,[],[]
2267,152,3259714,temperature & humidi...,mwa0000040425107,,[],[]
2268,152,3259643,temp/hum,mwa0000040287824,,[],[]
2269,152,3233815,"Diga ""Kashar""",danielbundoUNORobotics,,[],[]
2270,152,3259022,Channel 3259022,mwa0000035022454,,[],[]
2271,152,598157,smart women safety f...,srcembedded,,[],[]
2272,152,3240693,"Diga ""Zallherr""",danielbundoUNORobotics,,[],[]
2273,152,3247669,"Diga ""Tapizë 2""",danielbundoUNORobotics,,[],[]
2274,152,3241873,"Diga ""Fjollë""",danielbundoUNORobotics,,[],[]
2275,152,3259626,read write,mwa0000040140063,,[],[]
2276,152,3252140,Workshop Project.,mwa0000040376836,,[],[]
2277,152,3259199,VSPV,mwa0000040431220,,[],[]
2278,152,3259571,iothome,mwa0000040399002,,[],[]
2279,152,3259548,Weather Station,mwa0000038735789,,[],[]
2280,152,3259550,Channel 3259550,mwa0000039744186,,[],[]
2281,153,3259442,Air_Quaility_ESP32,mwa0000038152520,,[],[]
2282,153,3259529,Channel 3259529,mwa0000039744186,,[],[]
2283,153,2216916,Temperature Monitoring,Syamasree,,[],[]
2284,153,3252625,...,enzov81,,[],[]
2285,153,3259430,DHT11,mwa0000034400217,,[],[]
2286,153,3259431,DHT11,mwa0000034363293,,[],[]
2287,153,3259428,exp9,mwa0000034360143,,[],[]
2288,153,3259427,exp9,mwa0000034457232,,[],[]
2289,153,3237689,"Diga ""Purez""",danielbundoUNORobotics,,[],[]
2290,153,3213584,"Diga ""Liqeni i Farkës""",danielbundoUNORobotics,,[],[]
2291,153,3231394,"Diga ""Çekrezë""",danielbundoUNORobotics,,[],[]
2292,153,3212158,502教室環境監測(公開),mwa0000039988963,,[],[]
2293,153,3259395,Smart Iot Monitoring,mwa0000040429232,,[],[]
2294,153,3258431,Industrial Condition...,mwa0000037615291,,[],[]
2295,153,3259335,BIDA IoT,mwa0000040431539,,[],[]
2296,154,3234639,ANJADA,mwa0000040210727,,[],[]
2297,154,3258674,Smart IoT Monitoring,mwa0000040429040,,[],[]
2298,154,544282,smart water quality ...,srcembedded,,[],[]
2299,154,3258821,Smart IoT Monitoring,mwa0000040429651,,[],[]
2300,154,3259333,H_CYBERPHYSICS_WEATHER,mwa0000040431544,,[],[]
2301,154,3241790,H_cyberphysics_weath...,mwa0000040286212,,[],[]
2302,154,3259197,yo,mwa0000040431202,,[],[]
2303,154,3258683,Smart IoT Monitoring,mwa0000040428865,,[],[]
2304,154,3258763,Smart IoT Monitoring,mwa0000030182342,,[],[]
2305,154,3258727,projek wanji,mwa0000040429113,,[],[]
2306,154,2903783,Agrumino_LAB Chimica...,ISISEinaudi,,[],[]
2307,154,3217329,airsmoke,mwa0000038433502,,[],[]
2308,154,3258657,Smart IoT Monitoring,mwa0000040428864,,[],[]
2309,154,3259250,JOh,mwa0000040431256,,[],[]
2310,154,3250036,Topic 5,mwa0000038841191,,[],[]
2311,155,3259294,Epstein,mwa0000040431374,,[],[]
2312,155,3259306,s2e27,mwa0000040431362,,[],[]
2313,155,3259266,-,mwa0000040431287,,[],[]
2314,155,3259321,Channel 3259321,mwa0000040431332,,[],[]
2315,155,3259320,s2e_14_IOT,mwa0000040431179,,[],[]
2316,155,3259316,S2E 26,mwa0000040431106,,[],[]
2317,155,3259317,s2e_16_lot,mwa0000040431102,,[],[]
2318,155,3259314,s2e-32-lot,mwa0000040431314,,[],[]
2319,155,3259308,s2e_29_IOT,mwa0000040431126,,[],[]
2320,155,3259304,cdsj,mwa0000040431099,,[],[]
2321,155,3259295,Channel 3259295,mwa0000040431142,,[],[]
2322,155,3259296,s2e-28-IOT,mwa0000040431094,,[],[]
2323,155,3259293,Channel 3259293,mwa0000040431073,,[],[]
2324,155,3259261,s2e_11_IOT,mwa0000040431122,,[],[]
2325,155,3259245,S2E_09_IOT,mwa0000040431061,,[],[]
2326,156,3259275,s2e_30_IOT,mwa0000040431041,,[],[]
2327,156,3259267,S2E.10,mwa0000040431097,,[],[]
2328,156,3259268,s2e-22-iot,mwa0000040431067,,[],[]
2329,156,3259270,S2E-13-IOT,mwa0000040431056,,[],[]
2330,156,3259272,s2e_12_IOT,mwa0000040431032,,[],[]
2331,156,3259254,S2E 34 IOT,mwa0000040431140,,[],[]
2332,156,3259258,s2e20 IOT,mwa0000040431084,,[],[]
2333,156,3259257,s2e-01-IOT,mwa0000040431165,,[],[]
2334,156,3259255,s2e_6_iot,mwa0000040431079,,[],[]
2335,156,2904440,Stazione Meteo_ISIS ...,ISISEinaudi,,[],[]
2336,156,3259244,S2E_08_IOT,mwa0000040431087,,[],[]
2337,156,3259247,s2e_7_IOT,mwa0000040431096,,[],[]
2338,156,3259246,S2E_17_IOT,mwa0000040431065,,[],[]
2339,156,3259241,s2e-02-IOT,mwa0000040431176,,[],[]
2340,156,3259240,s2e_18_IOT,mwa0000040431046,,[],[]
2341,157,544259,smart soil moniterin...,srcembedded,,[],[]
2342,157,3259207,temperature and humi...,mwa0000040429408,,[],[]
2343,157,3258156,Test For Final Perfo...,mwa0000039271662,,[],[]
2344,157,3259113,Channel 3259113,mwa0000034630224,,[],[]
2345,157,3259104,exp8iot,mwa0000031952000,,[],[]
2346,157,3259062,sai_sdp,mwa0000034299457,,[],[]
2347,157,3250769,test,mwa0000040300985,,[],[]
2348,157,3259019,Noise Monitor,mwa0000040430665,,[],[]
2349,157,3258972,EXPERIMENT 9,mwa0000035034616,,[],[]
2350,157,3259010,project,mwa0000034630149,,[],[]
2351,157,3259005,experiment9,mwa0000035033488,,[],[]
2352,157,3258991,voltage,mwa0000038655218,,[],[]
2353,157,3258978,current,mwa0000038655218,,[],[]
2354,157,3258968,6602013620121_Orient...,mwa0000030578557,,[],[]
2355,157,3150558,IOT sensor channel 2,mwa0000037315209,,[],[]
2356,158,3231797,MAPP CDIO Project,mwa0000026805634,,[],[]
2357,158,3258925,Experiment 9,mwa0000035035243,,[],[]
2358,158,3258937,HUMID & TEMP,mwa0000034835311,,[],[]
2359,158,3258934,HUMID&TEMP(EXP-9),mwa0000034688149,,[],[]
2360,158,3258960,Experiment 9,mwa0000035036884,,[],[]
2361,158,3258945,exp9,mwa0000035035045,,[],[]
2362,158,3258928,Humidity&temperature,mwa0000035291031,,[],[]
2363,158,3258953,H&T,mwa0000034953055,,[],[]
2364,158,3258943,exp9,mwa0000034543987,,[],[]
2365,158,3258947,exp9,mwa0000035290705,,[],[]
2366,158,3258961,dht111,mwa0000035010761,,[],[]
2367,158,3258965,esp8266,mwa0000035033625,,[],[]
2368,158,3258192,GAS Safety Monitor,mwa0000030808565,,[],[]
2369,158,3258951,iot3,mwa0000039813465,,[],[]
2370,158,3258958,6602013611106 orenta...,mwa0000033925454,,[],[]
2371,159,3258851,6602013620067_Orient...,mwa0000030593678,,[],[]
2372,159,2601272,IOT BASED FARM MONIT...,mwa0000034413726,,[],[]
2373,159,3258917,6602013620016_Orient...,mwa0000034404352,,[],[]
2374,159,3258839,6602013631018_Orient...,mwa0000030583988,,[],[]
2375,159,3258842,6602013620164_Orient...,mwa0000037142315,,[],[]
2376,159,2992120,ESP,mwa0000034475667,,[],[]
2377,159,3258852,Kopong IOT,mwa0000030578604,,[],[]
2378,159,3205985,6602013610053_Orient...,mwa0000030578630,,[],[]
2379,159,3258870,ir sensor,mwa0000040194507,,[],[]
2380,159,3258861,IPAD_ARM,mwa0000030544005,,[],[]
2381,159,3258840,6602013610061_Orient...,mwa0000030578572,,[],[]
2382,159,3258889,6602013620211_Orient...,mwa0000030578574,,[],[]
2383,159,3258884,6602013620148_Orient...,mwa0000030543943,,[],[]
2384,159,3258868,exp9,mwa0000011637356,,[],[]
2385,159,3258715,chinmay,mwa0000036631114,,[],[]
2386,160,3258816,iot,mwa0000040429380,,[],[]
2387,160,3246791,NICEAir_Remote02,mwa0000040309860,,[],[]
2388,160,3258756,Mahek,mwa0000036666020,,[],[]
2389,160,3258806,1,mwa0000040429436,,[],[]
2390,160,3258814,IAQ Management System,mwa0000032617765,,[],[]
2391,160,3258201,Posture Monitor,mwa0000039469418,,[],[]
2392,160,3228351,IOT-1 (Rafif),mwa0000035676641,,[],[]
2393,160,3258751,Priyesh,mwa0000036631199,,[],[]
2394,160,3258800,IOT_patsav,mwa0000040429391,,[],[]
2395,160,3258731,Parv Shah,mwa0000036620677,,[],[]
2396,160,3258790,Smart Home iot,mwa0000040429389,,[],[]
2397,160,3258787,IOT,mwa0000040429383,,[],[]
2398,160,3258784,IoT,mwa0000040429397,,[],[]
2399,160,3258783,Smart Home IoT,mwa0000040429388,,[],[]
2400,160,3228457,PROJECT IOT (NAD),mwa0000040136538,,[],[]
2401,161,3258721,TANAK,mwa0000040429265,,[],[]
2402,161,3258755,Harsh,mwa0000036620725,,[],[]
2403,161,3258758,Sufiya_sycm2_11,mwa0000036633455,,[],[]
2404,161,3258754,soha,mwa0000036694545,,[],[]
2405,161,3258538,Robotics T3 PT,CarlMesina,,[],[]
2406,161,3258747,Test,mwa0000040357610,,[],[]
2407,161,3258695,test,mwa0000040429168,,[],[]
2408,161,3258697,Test,mwa0000040429201,,[],[]
2409,161,3258762,Ergonomic Wellness,mwa0000026610651,,[],[]
2410,161,3258717,milli,mwa0000036621052,,[],[]
2411,161,3258710,Arya,mwa0000036620687,,[],[]
2412,161,3258724,shravani,mwa0000036665997,,[],[]
2413,161,3258716,ANKUSH,mwa0000036620739,,[],[]
2414,161,3258729,Siddh,mwa0000036665996,,[],[]
2415,161,3258627,Channel 3258627,mwa0000040370282,,[],[]
2416,162,3258628,Channel 3258628,mwa0000040370186,,[],[]
2417,162,3258640,Channel 3258640,mwa0000040344134,,[],[]
2418,162,3258629,Channel 3258629,mwa0000040344118,,[],[]
2419,162,3258648,Channel 3258648,mwa0000040347689,,[],[]
2420,162,3258649,CL,mwa0000040344127,,[],[]
2421,162,3258636,Channel 3258636,mwa0000040344119,,[],[]
2422,162,3258623,Channel 3258623,mwa0000040344138,,[],[]
2423,162,3258639,Channel 3258639,mwa0000040344120,,[],[]
2424,162,3258621,Channel 3258621,mwa0000040344130,,[],[]
2425,162,3258616,Channel 3258616,mwa0000040344135,,[],[]
2426,162,3258634,Channel 3258634,mwa0000040370230,,[],[]
2427,162,3258624,Channel 3258624,mwa0000040344133,,[],[]
2428,162,3258626,Channel 3258626,mwa0000040344110,,[],[]
2429,162,3258632,Channel 3258632,mwa0000040344141,,[],[]
2430,162,3258633,Channel 3258633,mwa0000040370185,,[],[]
2431,163,3258642,Channel 3258642,mwa0000040370209,,[],[]
2432,163,3258620,Channel 3258620,mwa0000040370220,,[],[]
2433,163,3258638,micro bit v2,mwa0000040344124,,[],[]
2434,163,3258625,Channel 3258625,mwa0000040344114,,[],[]
2435,163,3258635,Channel 3258635,mwa0000040344136,,[],[]
2436,163,3251082,microbit Iot,mwa0000040369621,,[],[]
2437,163,3258599,Channel 3258599,mwa0000040343872,,[],[]
2438,163,3258580,Channel 3258580,mwa0000040428571,,[],[]
2439,163,3258597,Channel 3258597,mwa0000040369586,,[],[]
2440,163,3258604,Channel 3258604,mwa0000040343893,,[],[]
2441,163,3258600,Channel 3258600,mwa0000040369581,,[],[]
2442,163,3258603,Data,mwa0000040148443,,[],[]
2443,163,3258567,Channel 3258567,mwa0000040343884,,[],[]
2444,163,3251056,Channel 3251056,mwa0000040343893,,[],[]
2445,163,3258558,Channel 3258558,mwa0000040343867,,[],[]
2446,164,3258586,Channel 3258586,mwa0000040343896,,[],[]
2447,164,3258559,:(   :\   :|  :]  :)...,mwa0000040369578,,[],[]
2448,164,3258575,Channel 3258575,mwa0000040428594,,[],[]
2449,164,3258568,Channel 3258568,mwa0000040369579,,[],[]
2450,164,3258570,Channel 3258570,mwa0000040343889,,[],[]
2451,164,3258554,Channel 3258554,mwa0000040369580,,[],[]
2452,164,3258565,Channel 3258565,mwa0000040369606,,[],[]
2453,164,3258562,Channel 3258562,mwa0000040369669,,[],[]
2454,164,3258569,2A,mwa0000040369582,,[],[]
2455,164,3258579,Channel 3258579,mwa0000040343890,,[],[]
2456,164,3258561,Channel 3258561,mwa0000040343886,,[],[]
2457,164,3258556,Channel 3258556,mwa0000040343861,,[],[]
2458,164,3258563,we are charlie kirk,mwa0000040343859,,[],[]
2459,164,3251057,Channel 3251057,mwa0000040343896,,[],[]
2460,164,3258566,temperatureb,mwa0000040343885,,[],[]
2461,165,3251048,Channel 3251048,mwa0000040369621,,[],[]
2462,165,3251045,Channel 3251045,mwa0000040343859,,[],[]
2463,165,3258414,esp32_test,mwa0000040425707,,[],[]
2464,165,3258468,IoT Experiment,mwa0000040426628,,[],[]
